Species,Dataset,IUCN,Class,Mass,ScaledLogRaw,Res
Haematopus longirostris,Garnett et al. (2018),LC,Aves,626.3,-1.1261147011179156,-1.1096834070145396
Haliaeetus leucogaster,Garnett et al. (2018),LC,Aves,3330,-2.580210176644068,-2.450275678150903
Haliastur sphenurus,Garnett et al. (2018),LC,Aves,840,-1.1261147011179156,-1.100712132546922
Heteromyias albispecularis,Garnett et al. (2018),LC,Aves,32.8,0.1462399249686384,0.13775567673915998
Hieraaetus morphnoides,Garnett et al. (2018),LC,Aves,949,-2.580210176644068,-2.550231712345557
Hirundapus caudacutus,Garnett et al. (2018),LC,Aves,114,0.7629262257500163,0.757850809934064
Hirundo rustica,Garnett et al. (2018),LC,Aves,19.4,0.41281258573702967,0.4037657961979299
Irediparra gallinacea,Garnett et al. (2018),LC,Aves,143,0.009718525443696878,0.005860549775432558
Larus dominicanus,Garnett et al. (2018),LC,Aves,935.3,-1.9718036117513211,-1.942400282970856
Larus pacificus,Garnett et al. (2018),LC,Aves,1077,-1.9718036117513211,-1.9364516185250844
Lathamus discolor,Garnett et al. (2018),CR,Aves,64.6,1.1208653498644316,0.17880583734767858
Leipoa ocellata,Garnett et al. (2018),VU,Aves,1830,-0.3246260741990947,0.05500765712244993
Leucosarcia melanoleuca,Garnett et al. (2018),LC,Aves,448.3,-0.022303122922462674,-0.013344392484205422
Lewinia pectoralis,Garnett et al. (2018),LC,Aves,75.4,0.7629262257500163,0.7562303551167968
Lichenostomus cratitius,Garnett et al. (2018),LC,Aves,18.9,0.009718525443696878,6.507455572231646e-4
Lichenostomus melanops,Garnett et al. (2018),LC,Aves,30.6,0.8394783011901781,0.8309016954322542
Lichmera indistincta,Garnett et al. (2018),LC,Aves,9,0.7920726919280463,0.782589303163569
Limosa lapponica,Garnett et al. (2018),NT,Aves,354,0.43713875224095705,-0.12750614672567728
Limosa limosa,Garnett et al. (2018),NT,Aves,315,0.43713875224095705,-0.12914339382084378
Lopholaimus antarcticus,Garnett et al. (2018),LC,Aves,522,-0.022303122922462674,-0.0102504152812882
Macronectes giganteus,Garnett et al. (2018),LC,Aves,4220,-2.580210176644068,-2.4129128598253087
Macronectes halli,Garnett et al. (2018),LC,Aves,3724,-2.580210176644068,-2.4337352844202464
Malacorhynchus membranaceus,Garnett et al. (2018),LC,Aves,344,-0.022303122922462674,-0.017722978946407203
Malurus amabilis,Garnett et al. (2018),LC,Aves,8.2,0.8394783011901781,0.8299613278699022
Malurus coronatus,Garnett et al. (2018),LC,Aves,10.8,0.8394783011901781,0.8300704776762468
Malurus cyaneus,Garnett et al. (2018),LC,Aves,9.3,0.6511698142420972,0.6416990196860441
Malurus elegans,Garnett et al. (2018),LC,Aves,9.3,0.8394783011901781,0.830007506634125
Malurus lamberti,Garnett et al. (2018),LC,Aves,8.1,0.31155123884418207,0.30203006745443145
Malurus leucopterus,Garnett et al. (2018),LC,Aves,7.2,0.8394783011901781,0.8299193471751544
Malurus melanocephalus,Garnett et al. (2018),LC,Aves,7.9,0.6511698142420972,0.6416402467133969
Malurus pulcherrimus,Garnett et al. (2018),LC,Aves,9,0.8394783011901781,0.8299949124257008
Malurus splendens,Garnett et al. (2018),LC,Aves,9.6,0.6511698142420972,0.6417116138944682
Manorina flavigula,Garnett et al. (2018),LC,Aves,49.7,0.1462399249686384,0.1384651504803988
Manorina melanocephala,Garnett et al. (2018),LC,Aves,57.2,0.1462399249686384,0.13878000569100774
Manorina melanophrys,Garnett et al. (2018),LC,Aves,28.6,0.6511698142420972,0.6425092470946776
Melanodryas cucullata,Garnett et al. (2018),LC,Aves,23.2,0.41281258573702967,0.40392532283797183
Melanodryas vittata,Garnett et al. (2018),LC,Aves,25.6,0.009718525443696878,9.320162120338427e-4
Meleagris gallopavo,Garnett et al. (2018),LC,Aves,4222,-1.1261147011179156,-0.9587334229096605
Meliphaga lewinii,Garnett et al. (2018),LC,Aves,33.9,0.1462399249686384,0.13780185550338264
Meliphaga notata,Garnett et al. (2018),LC,Aves,23.4,0.009718525443696878,8.3965868358854e-4
Melithreptus affinis,Garnett et al. (2018),LC,Aves,15.1,0.8394783011901781,0.8302509946636625
Melithreptus albogularis,Garnett et al. (2018),LC,Aves,10.5,0.5421672229358945,0.5327468052135388
Melithreptus brevirostris,Garnett et al. (2018),LC,Aves,13.3,0.5421672229358945,0.5328643511588327
Melithreptus gularis,Garnett et al. (2018),LC,Aves,18.9,0.8394783011901781,0.8304105213037043
Melithreptus lunatus,Garnett et al. (2018),LC,Aves,13.4,0.5421672229358945,0.5328685492283075
Melithreptus validirostris,Garnett et al. (2018),LC,Aves,23.3,0.8394783011901781,0.830595236360595
Melopsittacus undulatus,Garnett et al. (2018),LC,Aves,28.8,0.6511698142420972,0.6425176432336274
Menura novaehollandiae,Garnett et al. (2018),LC,Aves,860.2,0.056558012993086125,0.08280859159798674
Merops ornatus,Garnett et al. (2018),LC,Aves,26.1,1.28383311392437,1.2750675950400812
Microeca fascinans,Garnett et al. (2018),LC,Aves,16.2,0.7920726919280463,0.7828915641657535
Microeca flavigaster,Garnett et al. (2018),LC,Aves,10.7,0.7920726919280463,0.7826606703446402
Milvus migrans,Garnett et al. (2018),LC,Aves,850,-2.580210176644068,-2.554387801125595
Motacilla cinerea,Garnett et al. (2018),LC,Aves,17.3,0.8394783011901781,0.8303433521921079
Motacilla flava,Garnett et al. (2018),LC,Aves,17.2,0.8394783011901781,0.8303391541226329
Myzomela erythrocephala,Garnett et al. (2018),LC,Aves,7.6,0.5421672229358945,0.5326250611987701
Myzomela obscura,Garnett et al. (2018),LC,Aves,10.7,0.009718525443696878,3.065038602907272e-4
Myzomela sanguinolenta,Garnett et al. (2018),LC,Aves,7.7,1.1364001927105192,1.1268622290428696
Neophema chrysostoma,Garnett et al. (2018),LC,Aves,47.8,0.8394783011901781,0.8316237633819176
Neophema elegans,Garnett et al. (2018),LC,Aves,47,0.8394783011901781,0.8315901788261192
Neophema petrophila,Garnett et al. (2018),LC,Aves,53.5,0.8394783011901781,0.8318630533419803
Neophema pulchella,Garnett et al. (2018),LC,Aves,40.1,0.8394783011901781,0.831300512032359
Neopsephotus bourkii,Garnett et al. (2018),LC,Aves,42.9,0.8394783011901781,0.8314180579776531
Nettapus coromandelianus,Garnett et al. (2018),LC,Aves,220,-1.0620647341352192,-1.0626901963078983
Nettapus pulchellus,Garnett et al. (2018),LC,Aves,304,0.29842140230879177,0.3013223184949329
Ninox boobook,Garnett et al. (2018),LC,Aves,300,-0.022303122922462674,-0.019570129515313034
Ninox connivens,Garnett et al. (2018),LC,Aves,591.8,-2.580210176644068,-2.5652272165094927
Ninox rufa,Garnett et al. (2018),LC,Aves,661.5,-1.1261147011179156,-1.108205686559415
Ninox strenua,Garnett et al. (2018),LC,Aves,1252.5,-1.1261147011179156,-1.0833950959634295
Northiella haematogaster,Garnett et al. (2018),LC,Aves,79.2,0.5308386083068551,0.5243022643136773
Numenius madagascariensis,Garnett et al. (2018),EN,Aves,807.9,0.496353564981625,0.23985440348308046
Numenius minutus,Garnett et al. (2018),LC,Aves,182,-0.022303122922462674,-0.024523851495560467
Numenius phaeopus,Garnett et al. (2018),LC,Aves,398,0.9907177152718626,0.9975648167643024
Nycticorax caledonicus,Garnett et al. (2018),LC,Aves,725,-1.1261147011179156,-1.1055399124429253
Nymphicus hollandicus,Garnett et al. (2018),LC,Aves,87.4,-0.3643498746778636,-0.37054197697410884
Oceanites oceanicus,Garnett et al. (2018),LC,Aves,36.2,0.009718525443696878,0.0013770115763611368
Oreoica gutturalis,Garnett et al. (2018),LC,Aves,67.7,0.9650658145869531,0.958046692604175
Oreoscopus gutturalis,Garnett et al. (2018),LC,Aves,14.6,0.41281258573702967,0.40356428886314005
Origma solitaria,Garnett et al. (2018),LC,Aves,14,-0.3246260741990947,-0.33389955948983296
Orthonyx spaldingii,Garnett et al. (2018),LC,Aves,135.3,-0.022303122922462674,-0.02648434994028552
Orthonyx temminckii,Garnett et al. (2018),LC,Aves,55,0.41281258573702967,0.40526030893095366
Oxyura australis,Garnett et al. (2018),NT,Aves,852,-0.3246260741990947,-0.8683645871812946
Pachycephala inornata,Garnett et al. (2018),LC,Aves,30.6,0.8394783011901781,0.8309016954322542
Pachycephala lanioides,Garnett et al. (2018),LC,Aves,41,0.9650658145869531,0.9569258080544071
Pachycephala melanura,Garnett et al. (2018),LC,Aves,24.1,1.28383311392437,1.2749836336505873
Pachycephala olivacea,Garnett et al. (2018),LC,Aves,41.4,0.41281258573702967,0.4046893714823827
Pachycephala pectoralis,Garnett et al. (2018),LC,Aves,26,1.28383311392437,1.2750633969706067
Pachycephala rufiventris,Garnett et al. (2018),LC,Aves,24.2,1.28383311392437,1.2749878317200598
Pachycephala rufogularis,Garnett et al. (2018),VU,Aves,36.5,1.1208653498644316,1.4252067051556898
Pachycephala simplex,Garnett et al. (2018),LC,Aves,16.6,0.41281258573702967,0.4036482502526359
Pachyptila desolata,Garnett et al. (2018),LC,Aves,153,-0.022303122922462674,-0.025741291643248385
Pachyptila turtur,Garnett et al. (2018),LC,Aves,136.8,-0.022303122922462674,-0.02642137889816372
Pandion haliaetus,Garnett et al. (2018),LC,Aves,1627,-2.580210176644068,-2.521768801306509
Pardalotus punctatus,Garnett et al. (2018),LC,Aves,8.9,0.8394783011901781,0.8299907143562255
Pardalotus quadragintus,Garnett et al. (2018),EN,Aves,10.4,1.1208653498644316,0.8308865843044689
Pardalotus rubricatus,Garnett et al. (2018),LC,Aves,10.8,0.8394783011901781,0.8300704776762468
Pardalotus striatus,Garnett et al. (2018),LC,Aves,12,0.6511698142420972,0.6418123675618632
Passer domesticus,Garnett et al. (2018),LC,Aves,30.2,0.1462399249686384,0.13764652693281554
Passer montanus,Garnett et al. (2018),LC,Aves,21.6,0.1462399249686384,0.13728549295798392
Pedionomus torquatus,Garnett et al. (2018),CR,Aves,72.4,0.7629262257500163,-0.178805837347703
Pelagodroma marina,Garnett et al. (2018),LC,Aves,41.4,0.009718525443696878,0.0015953111890500207
Pelecanoides urinatrix,Garnett et al. (2018),LC,Aves,101,-0.022303122922462674,-0.027924287770137113
Petroica goodenovii,Garnett et al. (2018),LC,Aves,9.1,0.6511698142420972,0.6416906235470945
Petroica multicolor,Garnett et al. (2018),EN,Aves,12.5,0.6511698142420972,0.361279208141105
Petroica phoenicea,Garnett et al. (2018),NT,Aves,13.8,1.28383311392437,0.704906382604512
Petroica rodinogaster,Garnett et al. (2018),LC,Aves,10.6,0.8394783011901781,0.830062081537297
Petroica rosea,Garnett et al. (2018),LC,Aves,8,1.28383311392437,1.2743077444651445
Petrophassa albipennis,Garnett et al. (2018),LC,Aves,130.5,-0.022303122922462674,-0.026685857275075248
Petrophassa rufipennis,Garnett et al. (2018),LC,Aves,155.8,-0.022303122922462674,-0.025623745697954392
Pezoporus wallicus,Garnett et al. (2018),LC,Aves,79,1.2978421919004455,1.291297451768302
Phaethon rubricauda,Garnett et al. (2018),LC,Aves,220.2,-2.580210176644068,-2.5808272426777976
Phalacrocorax carbo,Garnett et al. (2018),LC,Aves,2000,-2.580210176644068,-2.5061100021655562
Phalacrocorax sulcirostris,Garnett et al. (2018),LC,Aves,900,-2.580210176644068,-2.552288766388203
Phalacrocorax varius,Garnett et al. (2018),LC,Aves,1400,-2.580210176644068,-2.5312984190142727
Phalaropus lobatus,Garnett et al. (2018),LC,Aves,37.4,0.41281258573702967,0.4045214487033914
Phaps chalcoptera,Garnett et al. (2018),LC,Aves,329.5,-0.5567136916422559,-0.5527422677400444
Phaps elegans,Garnett et al. (2018),LC,Aves,203.7,-0.5567136916422559,-0.5580234391393251
Phaps histrionica,Garnett et al. (2018),LC,Aves,285.4,-0.022303122922462674,-0.020183047658631784
Phasianus colchicus,Garnett et al. (2018),LC,Aves,989,-0.8023715357936253,-0.7707138437052004
Philemon argenticeps,Garnett et al. (2018),LC,Aves,75.6,-0.022303122922462674,-0.028990597416732752
Philemon buceroides,Garnett et al. (2018),LC,Aves,90.7,-0.022303122922462674,-0.02835668892604007
Philemon citreogularis,Garnett et al. (2018),LC,Aves,58.6,0.7920726919280463,0.7846715456230627
Philemon corniculatus,Garnett et al. (2018),LC,Aves,95.7,-0.022303122922462674,-0.02814678545230076
Phoebetria fusca,Garnett et al. (2018),EN,Aves,2700,-1.0005271877211404,-1.1775946766872598
Phylidonyris novaehollandiae,Garnett et al. (2018),LC,Aves,18.5,0.1462399249686384,0.1371553528042656
Pitta erythrogaster,Garnett et al. (2018),LC,Aves,90.5,0.5421672229358945,0.5361052607933675
Pitta iris,Garnett et al. (2018),LC,Aves,67,0.8394783011901781,0.8324297927210765
Pitta versicolor,Garnett et al. (2018),LC,Aves,98.2,0.8394783011901781,0.8337395903972096
Platalea flavipes,Garnett et al. (2018),LC,Aves,1814,-1.1261147011179156,-1.0598229358625064
Platalea regia,Garnett et al. (2018),LC,Aves,1575,-1.1261147011179156,-1.0698563219072448
Platycercus adscitus,Garnett et al. (2018),LC,Aves,113.4,0.29842140230879177,0.2933207980759908
Platycercus caledonicus,Garnett et al. (2018),LC,Aves,118.1,0.29842140230879177,0.29351810734130573
Platycercus elegans,Garnett et al. (2018),LC,Aves,125.3,0.29842140230879177,0.29382036834349035
Platycercus eximius,Garnett et al. (2018),LC,Aves,104.1,0.29842140230879177,0.2929303776148357
Platycercus icterotis,Garnett et al. (2018),LC,Aves,61.2,0.6511698142420972,0.6438778177434581
Platycercus venustus,Garnett et al. (2018),LC,Aves,86.4,0.5308386083068551,0.524604525315862
Plectorhyncha lanceolata,Garnett et al. (2018),LC,Aves,38.8,0.9650658145869531,0.9568334505259617
Plegadis falcinellus,Garnett et al. (2018),LC,Aves,605,-2.580210176644068,-2.564673071338821
Pluvialis fulva,Garnett et al. (2018),LC,Aves,140,0.6824467232032652,0.6784628054507572
Podargus ocellatus,Garnett et al. (2018),LC,Aves,209.5,-0.022303122922462674,-0.02336938238999435
Podargus papuensis,Garnett et al. (2018),LC,Aves,341,-1.1261147011179156,-1.1216604992261037
Podargus strigoides,Garnett et al. (2018),LC,Aves,298,-0.022303122922462674,-0.019654090904808755
Podiceps cristatus,Garnett et al. (2018),LC,Aves,830,-2.580210176644068,-2.5552274150205534
Poecilodryas superciliosa,Garnett et al. (2018),LC,Aves,18,0.9650658145869531,0.9559602520752063
Poliocephalus poliocephalus,Garnett et al. (2018),LC,Aves,223.1,-0.5567136916422559,-0.5572090136612168
Polytelis alexandrae,Garnett et al. (2018),NT,Aves,112.3,0.5756704099651009,8.787770779088502e-4
Polytelis anthopeplus,Garnett et al. (2018),LC,Aves,182.9,0.5756704099651009,0.5734874640172762
Polytelis swainsonii,Garnett et al. (2018),LC,Aves,154.3,0.5308386083068551,0.5274550144892417
Pomatostomus halli,Garnett et al. (2018),LC,Aves,39.9,0.41281258573702967,0.40462640044026094
Pomatostomus ruficeps,Garnett et al. (2018),LC,Aves,51,0.009718525443696878,0.0019983258586294683
Pomatostomus superciliosus,Garnett et al. (2018),LC,Aves,42,0.41281258573702967,0.4047145598992315
Pomatostomus temporalis,Garnett et al. (2018),LC,Aves,63,0.1462399249686384,0.13902349372054532
Porphyrio porphyrio,Garnett et al. (2018),LC,Aves,724,-1.412178374148206,-1.3916455661679636
Porzana fluminea,Garnett et al. (2018),LC,Aves,57.3,0.009718525443696878,0.002262804235540969
Probosciger aterrimus,Garnett et al. (2018),LC,Aves,761.7,0.32457211282458953,0.346687592996826
Procellaria aequinoctialis,Garnett et al. (2018),VU,Aves,1280,-1.0005271877211404,-0.6439828385109186
Procellaria parkinsoni,Garnett et al. (2018),VU,Aves,682,-1.0005271877211404,-0.6690872939701384
Procellaria westlandica,Garnett et al. (2018),EN,Aves,1176,-1.0005271877211404,-1.241573255482998
Psephotus haematonotus,Garnett et al. (2018),LC,Aves,61.5,0.31155123884418207,0.3042718365539672
Psitteuteles versicolor,Garnett et al. (2018),LC,Aves,53.4,0.5421672229358945,0.5345477770182219
Psophodes cristatus,Garnett et al. (2018),LC,Aves,39.1,0.9650658145869531,0.9568460447343862
Psophodes nigrogularis,Garnett et al. (2018),LC,Aves,43.1,0.009718525443696878,0.0016666783701213897
Psophodes occidentalis,Garnett et al. (2018),LC,Aves,36.3,0.9650658145869531,0.956728498789092
Psophodes olivaceus,Garnett et al. (2018),LC,Aves,56,0.9650658145869531,0.9575555184756248
Pterodroma inexpectata,Garnett et al. (2018),NT,Aves,225.1,0.43713875224095705,-0.13291745827867635
Pterodroma macroptera,Garnett et al. (2018),LC,Aves,667,-0.5567136916422559,-0.5385737832626418
Pterodroma nigripennis,Garnett et al. (2018),LC,Aves,165.9,-0.022303122922462674,-0.02519974068100099
Ptilinopus magnificus,Garnett et al. (2018),LC,Aves,429,0.5308386083068551,0.5389871113364787
Ptilinopus regina,Garnett et al. (2018),LC,Aves,93.8,0.8394783011901781,0.8335548753403191
Ptilinopus superbus,Garnett et al. (2018),LC,Aves,115,0.8394783011901781,0.8344448660689736
Purpureicephalus spurius,Garnett et al. (2018),LC,Aves,113.2,0.16070091498391983,0.1555919146121693
Pycnoptilus floccosus,Garnett et al. (2018),LC,Aves,32.4,0.9650658145869531,0.9565647740795754
Pygoscelis papua,Garnett et al. (2018),LC,Aves,5070,-2.580210176644068,-2.3772292692896277
Pyrrholaemus brunneus,Garnett et al. (2018),LC,Aves,11.4,0.9650658145869531,0.9556831794898705
Ramsayornis fasciatus,Garnett et al. (2018),LC,Aves,12.3,0.41281258573702967,0.4034677332652201
Ramsayornis modestus,Garnett et al. (2018),LC,Aves,8.5,0.41281258573702967,0.4033082066251782
Recurvirostra novaehollandiae,Garnett et al. (2018),LC,Aves,322.8,-0.5567136916422559,-0.5530235383948553
Rhipidura fuliginosa,Garnett et al. (2018),LC,Aves,7,0.7920726919280463,0.7825053417740729
Scythrops novaehollandiae,Garnett et al. (2018),LC,Aves,660,-2.580210176644068,-2.562364133127688
Sericornis beccarii,Garnett et al. (2018),LC,Aves,11,0.41281258573702967,0.40341315836204794
Sericornis citreogularis,Garnett et al. (2018),LC,Aves,15.9,0.7920726919280463,0.782878969957329
Sericornis frontalis,Garnett et al. (2018),LC,Aves,12.6,0.1462399249686384,0.1369076667052532
Sericornis humilis,Garnett et al. (2018),LC,Aves,17,0.41281258573702967,0.40366504253053503
Sericornis keri,Garnett et al. (2018),LC,Aves,10.8,0.41281258573702967,0.4034047622230983
Sericornis magnirostris,Garnett et al. (2018),LC,Aves,9.5,0.41281258573702967,0.4033501873199261
Smicrornis brevirostris,Garnett et al. (2018),LC,Aves,6.2,0.9650658145869531,0.9554648798771815
Stercorarius longicaudus,Garnett et al. (2018),LC,Aves,307.2,-0.022303122922462674,-0.019267868513128478
Stercorarius parasiticus,Garnett et al. (2018),LC,Aves,408,-1.1261147011179156,-1.1188477926779974
Stercorarius pomarinus,Garnett et al. (2018),LC,Aves,740,-1.1261147011179156,-1.1049102020217079
Sterna hirundo,Garnett et al. (2018),LC,Aves,126,-0.5567136916422559,-0.5612853391212339
Sterna striata,Garnett et al. (2018),NT,Aves,131.9,0.056558012993086125,-0.5174107982770476
Sterna sumatrana,Garnett et al. (2018),LC,Aves,106,-0.3643498746778636,-0.3697611360517988
Stictonetta naevosa,Garnett et al. (2018),LC,Aves,842,-2.580210176644068,-2.5547236466835788
Stiltia isabella,Garnett et al. (2018),LC,Aves,65,0.9650658145869531,0.9579333447283557
Stipiturus malachurus,Garnett et al. (2018),LC,Aves,7.8,0.41281258573702967,0.4032788201388547
Stipiturus ruficeps,Garnett et al. (2018),LC,Aves,4.8,0.41281258573702967,0.40315287805461103
Streptopelia senegalensis,Garnett et al. (2018),LC,Aves,98.4,0.7920726919280463,0.7863423772740274
Struthio camelus,Garnett et al. (2018),LC,Aves,100000,-2.580210176644068,1.6079980831246874
Sturnus vulgaris,Garnett et al. (2018),LC,Aves,78.3,-0.3246260741990947,-0.3312002008175456
Sula dactylatra,Garnett et al. (2018),LC,Aves,2533.3,-2.580210176644068,-2.4837216976565233
Sula leucogaster,Garnett et al. (2018),LC,Aves,1343.6,-2.580210176644068,-2.5336661301980525
Sula sula,Garnett et al. (2018),LC,Aves,1068,-2.580210176644068,-2.5452360096705613
